outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.07225802878567131,0.019936617881129513,3.624387507274504,0.0002896470547864016,8856,2420,3623,0.06401547652241903,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.03443945680021848,0.015106649706894211,-2.2797547747798355,0.022622236647816374,8856,2420,3623,0.06401547652241903,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.08256556997175493,0.024905029918253864,3.315216654738464,0.0009157212232986378,8856,2420,3623,0.09309159387816039,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.039657827930796447,0.01798551551817721,-2.2049870013854167,0.02745500668641987,8856,2420,3623,0.09309159387816039,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.061649340482372486,0.02225003251710267,2.770752826315432,0.0055926863236099855,8856,2420,3623,0.06279148158879917,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.031277438823295235,0.016334435609784183,-1.9148160102060903,0.055515971958278953,8856,2420,3623,0.06279148158879917,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.0819433863307374,0.02452264798908494,3.3415390689949347,0.0008331529023961615,8856,2420,3623,0.09404559222528386,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.03717181464351076,0.017147018220309493,-2.167829657956696,0.030171649416040003,8856,2420,3623,0.09404559222528386,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.06048096324449958,0.021818817176184675,2.7719634275369787,0.005571929635486361,8856,2420,3623,0.06401547652241903,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.029164377424018,0.015431280607997772,-1.8899518559012267,0.05876439927055599,8856,2420,3623,0.06401547652241903,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.06055488199956377,0.015141414336619648,3.9992883526812446,6.353323485908113e-05,23027,2652,4838,0.10358144478932496,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.020499962308744346,0.010865866013750752,-1.886638605961241,0.05920895046568164,23027,2652,4838,0.10358144478932496,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.03750598338252175,0.01313556910044145,2.855299461769135,0.0042996266571628805,23027,2652,4838,0.07361919678149674,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.015470257211939141,0.009425196185256375,-1.6413724348930712,0.10072012827013577,23027,2652,4838,0.07361919678149674,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.06581913344401598,0.015034097448125412,4.377990343026738,1.1977865635559581e-05,23027,2652,4838,0.10609258967885009,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.01944027677061508,0.010524231336140211,-1.8471920798488313,0.06471930685593108,23027,2652,4838,0.10609258967885009,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.04234721569880937,0.013011717422544287,3.2545446787399475,0.0011357429378824335,23027,2652,4838,0.07637448425349748,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.014662998196590752,0.009085671588592205,-1.6138595868907843,0.10655788624028872,23027,2652,4838,0.07637448425349748,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.04514727037243147,0.015253194456060187,2.959856737058393,0.0030778213216988703,23027,2652,4838,0.10358144478932496,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.019287983753551896,0.010760833915662165,-1.792424630351245,0.0730649723003769,23027,2652,4838,0.10358144478932496,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.025385418608717354,0.01334282281424619,1.902552328103558,0.05709898465485508,23027,2652,4838,0.07361919678149674,0.26047683154557694,0.17266686932731143,0.08090502453641378,true_top10,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
