model,sample_name,top_n,clean,outcome,covariance,term,coef,se,z,p,nobs,events,focal_firms,peer_firms,mean_y,mean_ai_active
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,twoway_event_peer,product_similarity,0.006036738415628998,0.0032006818863257107,1.8860788513284579,0.059284329756986054,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.00139494579911043,0.0006328099103851344,-2.2043678144380707,0.02749848728003368,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0008408030011414641,0.0005737128459933092,-1.4655467574300571,0.14277180528143973,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.00139494579911043,0.0006436106240803854,-2.1673753460853447,0.030206245561718692,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0008408030011414641,0.0005719554347686872,-1.4700498500927883,0.1415482532721768,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.001390051986924597,0.0006329271590362588,-2.196227428510402,0.02807566908937309,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0008336686495213005,0.000573233686836353,-1.4543259907181565,0.14585594792297485,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,event_cluster,product_similarity,0.00693096372589112,0.004170034954388731,1.6620876807271519,0.0964951952907751,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.001390051986924597,0.0006435914142276365,-2.159836126143441,0.0307853578968742,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0008336686495213005,0.0005714233283363821,-1.4589335229774543,0.14458340534705227,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,product_similarity,0.00693096372589112,0.004187284224242571,1.6552408087714292,0.09787566033187245,23176,2652,2652,4854,0.0009839598722816692,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0016122322904658926,0.0008764451043842283,-1.8395131450915145,0.06583974627409184,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0021125351548496557,0.0010366796579834325,-2.037789724705312,0.0415709664162518,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0016122322904658926,0.0008831978737768699,-1.825448564058936,0.06793336641908643,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0021125351548496557,0.001032806003763943,-2.0454326825664877,0.040812219584359655,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0016037136212882894,0.0008765518045003304,-1.8295708400286395,0.06731413741763181,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0021001163739604307,0.0010370284761910958,-2.0251289353923556,0.042854126419420435,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,product_similarity,0.012064743153354455,0.005775820639754386,2.0888361855134585,0.03672247185431177,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0016037136212882894,0.0008832497303682506,-1.8156967006597986,0.06941691046089704,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0021001163739604307,0.001033335166273845,-2.03236707943788,0.042116508242395545,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,product_similarity,0.012064743153354455,0.005849924011271944,2.0623760462712797,0.03917194802807833,23176,2652,2652,4854,0.002433390101829476,0.2595788746979634
